ID,ジャンル,作品名,出演者,内部メモ,画像URL,サンプル動画URL,アフィリリンク,親投稿本文,リプライ本文,投稿済み
"Z011","NTR","社員旅行NTR 妻が会社の水着BBQパーティーで●っぱらってハメを外しまくっていたビデオ 善場まみ","善場まみ（茉城まみ）","善場まみ（茉城まみ）嬢のNTR、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/1dldss00448/1dldss00448pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=1dldss448/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1dldss00448&af_id=nsplot-990&ch=api","善場まみの社員旅行NTR。小生の血圧、出発前から最高値である。
https://www.dmm.co.jp/litevideo/-/part/=/cid=1dldss448/size=720_480/affi_id=nsplot-990/","妻の無防備な姿に興奮度MAX。善場まみが社員旅行の水着BBQで酔っぱらってセクシー全開。公然猥褻なシチュエーション、複数人との絡み、興奮度の高いハメ撮りシーン…見ごたえ十分です。本編・詳細はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1dldss00448&af_id=nsplot-990&ch=api",
"Z012","若妻","年下の大学生がガチ恋したバニーガールはシンママだった 子育てに追われて散らかったマンションで根暗な僕の暴走した性欲を受け止め中出しさせてくれる若妻 本庄鈴","本庄鈴","本庄鈴嬢のシンママ役、小生の愚息も大暴れ・・・！！","https://pics.dmm.co.jp/digital/video/1start00259/1start00259pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=1start00259/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1start00259&af_id=nsplot-990&ch=api","本庄鈴のシンママバニー。小生の愚息、設定の罪深さに完敗である。
https://www.dmm.co.jp/litevideo/-/part/=/cid=1start00259/size=720_480/affi_id=nsplot-990/","若妻との不倫要素、シンママという設定の切実さ、バニーガール衣装での魅力。年下との年の差恋愛ドラマと身近な家庭環境のギャップが秀逸。本庄鈴の色気と母親らしさの両面が光る一本。詳細はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1start00259&af_id=nsplot-990&ch=api",
"Z013","若妻","毎晩聞こえる義父と義母のドストライクピストンにガマン出来ず… 逆夜●いで何度も中出しを誘ってしまったワタシ（若妻）。 石原希望","石原希望","希望嬢の喘ぎ声、小生の愚息も堅くなりっぱなし・・・！！","https://pics.dmm.co.jp/digital/video/midv00758/midv00758pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=midv00758/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dmidv00758&af_id=nsplot-990&ch=api","石原希望の若妻逆夜這い。小生、隣室の音だけで枕が濡れた次第である。
https://www.dmm.co.jp/litevideo/-/part/=/cid=midv00758/size=720_480/affi_id=nsplot-990/","隣室から聞こえるあの音…。禁欲の日々を耐える若妻が、ついに理性崩壊。義父を誘い渡る濃密なシーン、石原希望の喘ぎが堪らない逆夜這い展開。家族関係が壊れていく緊張感と快感の葛藤、必見です。全編・詳細はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dmidv00758&af_id=nsplot-990&ch=api",
"Z014","若妻","ようこそ おっぱいの楽園―乳宮城へ！デカパイ美女を助けたら お礼に連れ込まれたのは人妻ハーレム天国！？巨乳ボインばいん痴女にヤられまくった僕 小花のん 姫咲はな 月野かすみ","小花のん・姫咲はな・月野かすみ","小花のん・姫咲はな・月野かすみ嬢の若妻、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/jur00416/jur00416pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=jur00416/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Djur00416&af_id=nsplot-990&ch=api","小花のん他二名の若妻揃い踏み。小生、心臓が三つ必要な次第である。
https://www.dmm.co.jp/litevideo/-/part/=/cid=jur00416/size=720_480/affi_id=nsplot-990/","小花のん・姫咲はな・月野かすみ嬢の新作若妻。詳細・購入はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Djur00416&af_id=nsplot-990&ch=api",
"Z015","若妻","セクハラ義父、意地悪な姑、マザコン夫…結婚ガチャに大外れした巨乳若妻が三者択一ですがったのはキモい義父との粘着性交 夢乃あいか","夢乃あいか","夢乃嬢の悔しさ顔、小生の愚息も我慢ならん・・・！！","https://pics.dmm.co.jp/digital/video/snos00120/snos00120pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=snos00120/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dsnos00120&af_id=nsplot-990&ch=api","夢乃あいかの結婚ガチャ外れ。小生、義父ポジに立候補したい次第である。
https://www.dmm.co.jp/litevideo/-/part/=/cid=snos00120/size=720_480/affi_id=nsplot-990/","結婚ガチャ大外れ設定のドラマティックな展開。セクハラ義父、意地悪な姑、マザコン夫という三つの選択肢の緊張感が秀逸。夢乃あいかの巨乳を活かしたシーン構成で、絶望感と快感のギャップが最高に映える作品。屈辱的な状況設定が何度も更新される、業界人も
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dsnos00120&af_id=nsplot-990&ch=api",
"Z016","若妻","綺麗になりたい美脚人妻キメセク開発マッサージ デカ尻ぶるぶる脚ガク痙攣アクメで何度も孕ませ中出し。 白峰ミウ","白峰ミウ","白峰ミウ嬢の若妻、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/pred00556/pred00556pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=pred00556/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dpred00556&af_id=nsplot-990&ch=api","白峰ミウのキメセクマッサージ。小生の愚息、施術前から臨戦態勢である。
https://www.dmm.co.jp/litevideo/-/part/=/cid=pred00556/size=720_480/affi_id=nsplot-990/","白峰ミウの美脚を存分に堪能できる一本。マッサージ名目での巧妙な開発手口、その過程で見せる脚のガク痙攣とアクメの連鎖。人妻特有の羞恥心と欲望の葛藤が秀逸。ぶるぶる震える美尻の迫力も必見。全編・詳細はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dpred00556&af_id=nsplot-990&ch=api",
"Z017","フェラ","【会社に内緒・自宅で初撮り】奨学金450万、限界新卒ちゃん。地味っぽいけど脱いだらクッソむちエロ漫画ボディ。 きよか 24歳","佐藤白花","佐藤白花嬢のフェラ、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/1mogi00141/1mogi00141pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=1mogi00141/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1mogi00141&af_id=nsplot-990&ch=api","佐藤白花の奨学金450万初撮り。小生、返済方法に新案を提案したい次第である。
https://www.dmm.co.jp/litevideo/-/part/=/cid=1mogi00141/size=720_480/affi_id=nsplot-990/","佐藤白花嬢の新作フェラ。詳細・購入はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1mogi00141&af_id=nsplot-990&ch=api",
"Z018","フェラ","爆乳でパツンパツンの隣人のマキシワンピが俺の理性をぶち壊し帰りを待つ嫁を放置して三日三晩汗だく性交に明け暮れた 彩月七緒","彩月七緒","彩月七緒嬢のフェラ、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/1start00404/1start00404pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=1start00404/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1start00404&af_id=nsplot-990&ch=api","彩月七緒の爆乳隣人。小生の理性、ワンピース一枚で瓦解した次第である。
https://www.dmm.co.jp/litevideo/-/part/=/cid=1start00404/size=720_480/affi_id=nsplot-990/","爆乳でボディラインが際立つマキシワンピの隣人・彩月七緒。そのビジュアルと豊満ボディに魅了された男が理性を失い、濃厚フェラで絡み付く唾液、喉奥まで貪る迫力のシーン。圧倒的存在感が見もの。全編・詳細はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1start00404&af_id=nsplot-990&ch=api",
"Z019","フェラ","会社では地味な巨乳OLとおっパブで遭遇「内緒にしてくれるなら」と口止めフェベチオされて仕事中もしゃぶられる関係に… 朝海汐","朝海汐","朝海汐嬢のフェラ、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/1dldss00402/1dldss00402pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=1dldss402/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1dldss00402&af_id=nsplot-990&ch=api","朝海汐のおっパブ遭遇劇。小生、偶然を必然と呼びたい次第である。
https://www.dmm.co.jp/litevideo/-/part/=/cid=1dldss402/size=720_480/affi_id=nsplot-990/","朝海汐嬢の新作フェラ。詳細・購入はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1dldss00402&af_id=nsplot-990&ch=api",
"Z020","フェラ","【VR】【8K】時間停止VR 恋渕ももな","恋渕ももな","恋渕嬢の唇技、小生の股間も時間停止状態・・・！！","https://pics.dmm.co.jp/digital/video/13dsvr01740/13dsvr01740pl.jpg","","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D13dsvr01740&af_id=nsplot-990&ch=api","恋渕ももなの8K時間停止VR。小生の愚息も停止中に最大値を記録した次第である。","恋渕ももな嬢の新作フェラ。詳細・購入はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D13dsvr01740&af_id=nsplot-990&ch=api",
"Z021","フェラ","最高主観でコスプレ彩花に大量フェラチオ顔射 河北彩花","河北彩花（河北彩伽）","河北彩花（河北彩伽）嬢のフェラ、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/ssis00984/ssis00984pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00984/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dssis00984&af_id=nsplot-990&ch=api","河北彩花のコスプレ主観顔射。小生の老眼鏡、鑑賞前に三度磨いた次第である。
https://www.dmm.co.jp/litevideo/-/part/=/cid=ssis00984/size=720_480/affi_id=nsplot-990/","河北彩花の最高主観フェラシーン。コスプレ姿でディープなフェラテク炸裂。生唾液垂れ流しからのド迫力顔射まで。この子のフェラ適性の高さは本物。全編・詳細はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dssis00984&af_id=nsplot-990&ch=api",
